"Aircraft co-ordinator";"Coordonator de aeronavă(e). Conform IAMSAR (International Aeronautical and Maritime Search and Rescue manual – manualul de Căutare și Salvare Internațională Aero si Maritimă), reprezintă persoana sau echipa care coordonează implicarea mai multor aeronave în operațiunea de căutare și salvare, venind in sprijinul coordonatorului  misiunii de căutare si salvare si a coordonatorului  de la fața locului (on-scene co-ordinator). Se abreviaza ca ACO."
"Air density";"Densitatea aerului. Reprezintă greutatea unui volum de aer la o anumi-tă valoare a presiunii și temperaturii. La -273oC și presiune 1000 mb, densitatea este 0,001276 grame/cm3."
"Air draught";"Pescaj aerian. Poate fi :                                                                 1. Înălțimea maximă de la suprafața apei la cel mai înalt punct al navei (de regulă extremitatea superioară a catargului pupa). Această informație este necesară în cazul când urmează să se treacă pe sub poduri care au limită de înălțime de la suprafața apei.                       2. Distanța dintre punctul cel mai de sus al unei nave si un pod            3. Înălțimea maximă de la suprafața apei la gura magaziei (sau la centrul manifoldului în cazul navelor tanc)"
"Air mass";"Masă de aer. Termen meteorologic folosit pentru a descrie masa atmo-sferică cuprinsă între două fronturi și fiind diferită de atmosfera înconjurătoare"
"Air meter";"Aerometru. Este vorba despre un anemometru portabil, de mici dimen-siunii, folosit pentru măsurarea vitezei vântului."
"Alert phase";"Faza de alertă. Termen din IAMSAR definit astfel: Situația in care există teama/temerea cu privire la siguranța unei nave sau aeronave și a persoanelor de la bord"
"Air pipe";"Aerisire, țeavă de aerisire.                                                       1.Tubulatură ce permite evacuarea aerului dintr-un tanc pe măsură ce acesta este umplut.                                                         2.Tubulatură flexibilă prin intermediul căreia se pompează aer unui scafandru."
"Air pocket";"Curent (pungă) de aer. Curent atmosferic descendent, cum ar fi acela care se dezvoltă pe partea adăpostită (de vânt) a unor înălțimi abrupte. Termenul mai poate reprezenta și o pungă de aer rămasă captivă într-o structură când aceasta a fost imersată. "
"Air-speed indicator";"Indicator de viteză a vântului. Instrument portabil având în capăt un tub Pitot, folosit pentru măsurarea vitezei vântului cu valori cuprinse între 10 și 70 Noduri."
"Airt";"Termen învechit, de origine scoțiană, pentru o direcție indicată de compasul magnetic."
"Air thermometer";"Termometru cu aer. Termometru umplut cu aer uscat. Expandarea sau contractarea aerului din termometru, datorită conținutului caloric dezvoltat, se măsoară prin presiunea necesară pentru a menține volumul la o valoare constantă. Astfel, variația de presiune indică variația de temperatură. Plaja de măsurare este mare, putându-se obține măsurători de până la -300oF. "
"Airy’s figure of Earth";"Dimensiunile Pământului după Airy. Dimensiunile Pământului așa cum au fost calculate de astronomul regal George Airy (1801-1892). Astfel diametrul Pământului la Ecuator  ar avea  20923715 picioare (6377548 metri) iar diametrul polar este de 20853810 picioare (6356241 metri)."
"Airy’s method of great circle navigation";"Metoda lui Airy pentru navigația ortodromică. Este o metodă folosită pentru determinarea coordonatelor punctelor intermediare ale ortodro-mei atunci când se trasează loxordoma pe o hartă desenată în proiecție Mercator. Loxodroma se împarte in două, prin punctul median se ridică o perpendiculară care întretaie Ecuatorul iar apoi din table se scoate latitudinea în care ortodroma întretaie perpendiculara, determinând astfel coordonatele unui punct intermediar."
"Aitken’s nucleus counter";"Numărătorul nucleic al lui Aitken. Instrument folosit pentru determina-rea numărului de particule higroscopice dintr-un volum de aer dat, volum ce este răcit adiabatic prin expansiune. Micile picături de apă, fiecare conținând câte un nucleu, sunt depozitate iar apoi numărate cu ajutorul unui microscop."
"Aker";"Denumire dată uneori unei mișcări puternice de flux (tidal bore) la gurile unor estuare. Termenul este înrudit cu “eagre” (flux subit și puternic) și mai poate fi întâlnit sub ortografia “Acker”."
"Alba";"Nume învechit pentru far sau geamandură de poziție."
"Albacore";"Pește mic, comestibil, din familia macroului. Se întâlnește în zona Indiilor de Vest și în Oceanul Pacific."
"Albedo";"Albedo. Reprezintă cantitatea de lumină reflectată de Lună, de planete sau sateliți naturali. Valoarea albedoului se exprimă ca o fracție. Termenul poate fi utilizat și pentru alte tipuri de radiații, nu numai pen-tru cea luminoasă."
"Albert medal";"Medalia Albert. Medalie introdusă de către Regina Victoria în 1866 pentru salvarea vieții umane pe mare. Ulterior a fost extinsă și pentru salvarea vieții pe uscat. Panglica este albastră pentru medaliile marine și roșie pentru cele terestre."
"Aldis signal lamp";"Lampă Aldis. Lampă electrică folosită pentru semnalizare pe mare. Lumina emisă este focalizată având forma unei raze ce poate fi vizibilă la peste 20 de Mile. Prin intermediul unui “trăgaci” se acționează un obturator ce permite întreruperea razei luminoase astfel încât să se poată emite semnale formate din linii și puncte conform codului Morse. La ora actuală lampa Aldis se folosește în mod deosebit pentru atragerea atenției și mai puțin pentru comunicații. "
"Alerting post";"Post de alertare.  Termen din IAMSAR definit astfel: Orice loc (facility) alocat pentru a servi ca intermediar intre o persoană ce raporteaza o situație de urgență (emergency) și un centru sau sub-centru de coordonare a  salvării. "
"A-lee";"Adăpost, adăpostit. Către sau în acea parte a navei care este cea mai îndepărtată de vânt."
"Aleutian current";"Curentul Aleutinelor. Curent oceanic ce trece printre Insulele Aleutine până când întâlnește Curentul Alaskăi din care o parte este deviată către Curentul Pacificului de Nord."
"Aleutian lows";"Joase aleutine. Depresiuni barometrice care se formează în mod frecvent deasupra Insulelor Aleutine."
"Algae";"Algă. Tip de vegetație submarină lipsită de floare și având culoarea verde roșie sau brună. Se întrebuințează ca materie primă în industrie, ca nutreț în agricultură și chiar ca hrană (în zona Asiatică, mai ales în Japonia). Mai este cunoscută și sub numele de “seaweed” (iarbă de mare sau zegras)"
"Algebar";"Nume folosit câteodată pentru constelația Orion, de regulă în poezie. Înseamnă “cel puternic și viteaz”."
"Alidade";"Alidadă. Dispozitiv simplu montat pe un compas magnetic sau pe un repetitor giro, putând fi mișcat 360o . Are un vizor și o cătare cu ajutorul cărora se pot determina relevmente (direcții). "
"All aback";"Cu vântul înaintea velelor. Termenul este folosit colocvial pentru uluit sau năucit (astounded/flabbergasted)."
"All aboard";"Tot echipajul la bord. Ordin dat pentru ambarcarea (revenirea) echi-pajului la bordul navei."
"All hands";"Tot echipajul. Întregul echipaj."
"All hands on deck";"Expresie folosită la navele cu vele însemnând adunarea echipajului pe punte în vederea manevrării velelor. Ulterior, la navele autopropulsate a luat semnificația de ordin “la posturile de manevră”, actual fiind înlocuită cu (și folosită cu precădere) expresia “stations, fore and aft”"
"All in rate";"Totul în rata navlului. Exprimare ce arată ca în rata navlului sunt incluse toate supra/extra taxele. Acest tip de navlu este întâlnit în cazul navelor de linie"
"All in the wind";"Expresie folosită la veliere însemnând “a veni în vânt”, adică a ajunge cu marginea de învergare a velei perpendiculară pe direcția vântului, pierzând astfel forța de deplasare. În mod normal acest lucru se întâmplă când se execută o voltă sau datorită unei guvernări inadecvate."
"Allonge";"Alonjă, adaos, extensie, prelungire. Adaos la “bill of exchange” (poliță, trată, cambie) sau la titlurile de credit conținând mențiuni suplimentare privind girarea. "
"All purposes (a.p.)";"Orice scop. Timp alocat intr-un angajament pe voiaj, exprimat ca zile și ore și care este alocat pentru încărcare și descărcare combinate. Termenul mai poate fi întâlnit și doar ca simplu 'purposes'."
"Allowance";"1.Denumire pe scurt pentru toleranța de pescaj pentru apă dulce (vezi „fresh water allowance”).                                                           2.Speze de reprezentare. Denumire folosită ades pentru diverse gratuități (în general țigări, băutură sau chiar bani) oferite de comandantul navei diferitelor persoane pentru diverse favoruri/servicii făcute navei sau pentru ca lucrurile să se desfășoare în mod normal, fără piedici inventate. Altfel spus este vorba de un peșcheș, să meargă treaba bine."
"All standing";"Expresie folosită ce descrie o oprire bruscă a navei ce nu este cauzată de reducerea mașinii propulsoare sau de reucerea velaturii (sudden stopping of a ship without engines being eased or sail reduced)."
"All time saved";"Întregul timp salvat (economisit). Termen folosit într-un contract de navlosire pe voiaj pentru definirea metodei prin care se vor calcula „despatch money”. Aceasta se face prin scăderea timpului folosit (time used) pentru incărcare și/sau descărcare, după cum e cazul, dintr-o perioadă de timp  teoretică prestabilită  la capătul căreia expiră staliile și care include și perioadele exceptate. De exp. unui navlositor i s-au acordat pentru încărcare 7 zile de stalii. Navlositorul calculează data/ora la care expiră staliile ținând cont de perioadele exceptate (cum ar fi weekend-urile) și ajunge la un număr teoretic de 10 zile calendaristice. Prin urmare dacă va folosi doar 4 zile pentru încărcare, va fi îndreptățit să primească despatch money pentru 6 zile.(vezi și „laytime saved”)   "
"Allotment (of wages)";"Sumă alocată din salariu. Sumă (eventual procentuală) din salariu alocată de către navigator pentru a fi trimisă in mod regulat într-un cont bancar unei persoane desemnate (de regulă una din rudele de gradul întâi) la semnarea contractului de voiaj."
